id,rgb_frame,ir_frame,fire,smoke
51849,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51849).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51849).jpg,True,True
7132,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7132).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7132).jpg,False,False
8458,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8458).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8458).jpg,False,False
9031,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9031).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9031).jpg,False,False
11389,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11389).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11389).jpg,False,False
5264,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (5264).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (5264).jpg,False,False
17551,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17551).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17551).jpg,True,True
43419,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43419).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43419).jpg,True,True
7128,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7128).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7128).jpg,False,False
17581,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17581).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17581).jpg,True,True
42374,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42374).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42374).jpg,True,True
16203,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16203).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16203).jpg,True,True
52210,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52210).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52210).jpg,True,True
17942,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17942).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17942).jpg,True,True
44836,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44836).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44836).jpg,True,True
44179,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44179).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44179).jpg,True,True
1534,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1534).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1534).jpg,False,False
51017,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51017).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51017).jpg,True,False
23257,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23257).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23257).jpg,True,True
14409,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14409).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14409).jpg,True,True
32352,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32352).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32352).jpg,True,True
28659,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28659).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28659).jpg,True,True
37726,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37726).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37726).jpg,True,False
24020,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24020).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24020).jpg,True,True
46985,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46985).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46985).jpg,True,False
4195,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4195).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4195).jpg,False,False
20745,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20745).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20745).jpg,True,True
52585,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52585).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52585).jpg,True,False
9198,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9198).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9198).jpg,False,False
8904,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8904).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8904).jpg,False,False
51506,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51506).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51506).jpg,True,True
18340,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18340).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18340).jpg,True,True
31838,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31838).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31838).jpg,True,True
35250,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35250).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35250).jpg,True,True
21263,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21263).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21263).jpg,True,True
23349,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23349).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23349).jpg,True,True
42778,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42778).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42778).jpg,True,True
9945,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9945).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9945).jpg,False,False
20555,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20555).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20555).jpg,True,True
38006,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38006).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38006).jpg,True,False
51370,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51370).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51370).jpg,True,True
15045,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15045).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15045).jpg,True,False
47631,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47631).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47631).jpg,True,False
31401,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31401).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31401).jpg,True,False
24660,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24660).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24660).jpg,True,True
35420,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35420).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35420).jpg,True,True
13237,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13237).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13237).jpg,False,False
39919,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39919).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39919).jpg,True,False
21179,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21179).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21179).jpg,True,True
27961,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27961).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27961).jpg,True,True
7325,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7325).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7325).jpg,False,False
51904,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51904).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51904).jpg,True,True
47711,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47711).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47711).jpg,True,False
3345,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (3345).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (3345).jpg,False,False
9699,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9699).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9699).jpg,False,False
48611,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (48611).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (48611).jpg,True,False
12305,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12305).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12305).jpg,False,False
12717,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12717).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12717).jpg,False,False
8690,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8690).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8690).jpg,False,False
13171,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13171).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13171).jpg,False,False
37080,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37080).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37080).jpg,True,False
30852,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30852).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30852).jpg,True,True
46282,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46282).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46282).jpg,True,False
11886,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11886).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11886).jpg,False,False
3547,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (3547).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (3547).jpg,False,False
30609,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30609).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30609).jpg,True,True
49036,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49036).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49036).jpg,True,False
41574,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41574).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41574).jpg,True,False
28042,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28042).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28042).jpg,True,True
34459,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34459).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34459).jpg,True,True
38032,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38032).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38032).jpg,True,True
33033,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33033).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33033).jpg,True,True
29065,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29065).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29065).jpg,True,True
46942,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46942).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46942).jpg,True,False
21146,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21146).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21146).jpg,True,True
36139,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36139).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36139).jpg,True,True
534,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (534).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (534).jpg,False,False
46975,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46975).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46975).jpg,True,False
19621,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (19621).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (19621).jpg,True,True
31964,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31964).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31964).jpg,True,True
41592,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41592).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41592).jpg,True,False
27404,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27404).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27404).jpg,True,False
9755,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9755).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9755).jpg,False,False
4521,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4521).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4521).jpg,False,False
10156,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10156).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10156).jpg,False,False
29439,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29439).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29439).jpg,True,True
24049,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24049).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24049).jpg,True,True
51961,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51961).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51961).jpg,True,True
34911,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34911).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34911).jpg,True,True
32236,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32236).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32236).jpg,True,True
21291,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21291).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21291).jpg,True,True
17493,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17493).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17493).jpg,True,True
49890,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49890).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49890).jpg,True,False
22593,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22593).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22593).jpg,True,True
35204,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35204).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35204).jpg,True,True
38086,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38086).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38086).jpg,True,True
17080,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17080).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17080).jpg,True,True
47396,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47396).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47396).jpg,True,False
46256,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46256).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46256).jpg,True,False
34485,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34485).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34485).jpg,True,True
41110,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41110).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41110).jpg,True,False
49564,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49564).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49564).jpg,True,False
49991,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49991).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49991).jpg,True,False
27090,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27090).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27090).jpg,True,True
4820,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4820).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4820).jpg,False,False
13517,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13517).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13517).jpg,False,False
29382,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29382).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29382).jpg,True,True
11803,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11803).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11803).jpg,False,False
29913,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29913).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29913).jpg,True,True
32987,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32987).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32987).jpg,True,True
40726,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40726).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40726).jpg,True,False
49461,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49461).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49461).jpg,True,False
37262,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37262).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37262).jpg,True,False
52126,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52126).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52126).jpg,True,True
32125,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32125).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32125).jpg,True,True
49337,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49337).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49337).jpg,True,False
35587,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35587).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35587).jpg,True,True
33498,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33498).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33498).jpg,True,True
35407,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35407).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35407).jpg,True,True
27759,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27759).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27759).jpg,True,True
43184,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43184).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43184).jpg,True,True
33427,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33427).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33427).jpg,True,True
31557,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31557).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31557).jpg,True,True
32179,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32179).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32179).jpg,True,True
7232,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7232).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7232).jpg,False,False
32156,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32156).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32156).jpg,True,True
30704,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30704).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30704).jpg,True,True
49735,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49735).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49735).jpg,True,False
24236,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24236).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24236).jpg,True,True
38764,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38764).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38764).jpg,True,False
15744,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15744).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15744).jpg,True,False
52740,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52740).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52740).jpg,True,False
38851,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38851).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38851).jpg,True,False
11413,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11413).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11413).jpg,False,False
30946,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30946).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30946).jpg,True,True
9746,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9746).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9746).jpg,False,False
11309,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11309).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11309).jpg,False,False
7047,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7047).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7047).jpg,False,False
9963,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9963).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9963).jpg,False,False
9045,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9045).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9045).jpg,False,False
14702,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14702).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14702).jpg,True,False
47496,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47496).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47496).jpg,True,False
32114,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32114).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32114).jpg,True,True
20459,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20459).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20459).jpg,True,True
33233,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33233).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33233).jpg,True,True
31109,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31109).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31109).jpg,True,True
27792,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27792).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27792).jpg,True,True
46772,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46772).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46772).jpg,True,False
16263,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16263).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16263).jpg,True,True
7508,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7508).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7508).jpg,False,False
18282,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18282).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18282).jpg,True,True
39645,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39645).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39645).jpg,True,False
14559,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14559).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14559).jpg,True,True
1027,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1027).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1027).jpg,False,False
36602,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36602).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36602).jpg,True,False
13825,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13825).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13825).jpg,True,True
14381,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14381).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14381).jpg,True,True
12939,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12939).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12939).jpg,False,False
8298,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8298).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8298).jpg,False,False
14916,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14916).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14916).jpg,True,False
14283,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14283).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14283).jpg,True,True
22647,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22647).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22647).jpg,True,True
1352,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1352).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1352).jpg,False,False
1784,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1784).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1784).jpg,False,False
50841,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (50841).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (50841).jpg,True,False
23168,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23168).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23168).jpg,True,True
31774,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31774).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31774).jpg,True,True
38327,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38327).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38327).jpg,True,False
